Name,Class,Spells,Skills
f8d9a8ae,Barbarian 5,No spells,Athletics|Nature|Perception|Survival|Intimidation
28c88aa7,Paladin 5,Bane*1|Hunter’s Mark*1|Cure Wounds*1|Bless*1|Shield Of Faith*1|Detect Magic*1|Hold Person*2|Misty Step*2,Athletics|History|Intimidation|Persuasion
564f456c,Bard 5,Light*0|Vicious Mockery*0|Friends*0|Cure Wounds*1|Healing Word*1|Sleep*1|Detect Magic*1|Thunderwave*1|Invisibility *2|Silence*2|Dispel Magic*3,Sleight of Hand|Arcana|History|Investigation|Nature|Insight|Perception|Deception|Performance|Persuasion
30755f48,Rogue 5,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Survival
0f24f0e8,Paladin 5,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,Religion|Insight|Medicine|Persuasion
511edb09,Rogue 5,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception
7b360335,Sorcerer 5,No spells,Acrobatics|Arcana|Insight|Performance
d906ff3e,Druid 5,No spells,Athletics|Stealth|Animal Handling|Insight|Perception|Survival
bca5ba0b,Fighter 5,Prestidigitation*0,Acrobatics|Stealth|Arcana|History|Perception|Survival|Intimidation
2c4763bc,Wizard 5,Acid Splash*0|Chill Touch*0|Friends*0|Minor Illusion*0|Charm Person*1|Chromatic Orb*1|Detect Magic*1|Mage Armor*1|Shield*1|Sleep*1|Tasha's Hideous Laughter*1|Unseen Servant*1|Crown Of Madness*2|Hold Person*2|Mirror Image*2|Misty Step*2|Hypnotic Pattern*3|Counterspell*3,Arcana|History|Investigation|Religion|Insight|Perception
11d7119b,Druid 5,No spells,Nature|Animal Handling|Insight|Medicine
31a7242d,Monk 5,No spells,Athletics|Acrobatics|Religion|Insight|Perception|Performance
f8064d75,Rogue 5,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception
1f8a9dd6,Warlock 5,Light*0|Sacred Flame*0|Eldritch Blast*0|Chill Touch*0|Minor Illusion*0|Guidance*0|Prestidigitation*0|Spare The Dying*0|Cure Wounds*1|Hex*1|Ceremony (Ritual)*1|Identify (Ritual)*1|Alarm (Ritual)*1|Detect Magic (Ritual)*1|Shatter*2|Lesser Restoration*2|See Invisibility (Ritual)*2|Invisibility (Ritual)*2|Hypnotic Pattern*3|Leomund's Tiny Hut (Ritual)*3|Meld Into Stone (Ritual)*3,Sleight of Hand|Arcana|Religion|Insight|Perception
6d0d7189,Fighter 5,Frostbite *0|Gust*0|Ice Knife*1|Fog Cloud*1|Armor Of Agathys*1,Athletics|Acrobatics|Perception|Intimidation
07d89e4c,Paladin 5,Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2,Athletics|Religion|Medicine|Survival
678cd91a,Rogue 5,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Deception
32aca158,Cleric 5,Booming Blade*0|Green-Flame Blade*0|Sacred Flame*0|Guidance*0|Spare the Dying*0|Dancing Lights*0|Thaumaturgy*0|Detect Magic*1|Magic Missile*1|Bless*1|Guiding Bolt*1|Healing Word*1|Sanctuary*1|Magic Weapon*2|Arcanist's Magic Aura*2|Spiritual Weapon*2|Silence*2|Dispel Magic*3|Magic Circle*3|Spirit Guardians*3|Revivify*3,Arcana|History|Religion|Insight|Medicine|Perception
028460ad,Bard 5,Thunderclap*0|Dissonant Whispers*1|Feather Fall*1|Healing Word*1|Heroism*1|Sleep*1|Heat Metal*2|Enemies Abound*3,Athletics|Acrobatics|Arcana|Survival|Deception|Intimidation|Performance|Persuasion
26aa073f,Rogue 5,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Nature|Insight|Perception|Survival|Deception
2ad4fe88,Bard 5,Thunderclap*0|Prestidigitation*0|Earth Tremor*1|Featherfall*1|Healing Word*1|Faerie Fire*1|Thunderwave*1|Enhance Ability*2|Heat Metal*2|Shatter*2|Hypnotic Pattern*3,Acrobatics|Investigation|Insight|Perception|Deception|Performance|Persuasion
51e82460,Rogue 5,No spells,Acrobatics|Sleight of Hand|Stealth|Deception
e7f6e903,Fighter 5,No spells,Athletics|Stealth|Insight|Survival|Intimidation
40c864a1,Warlock 5,Eldritch Blast*0|Toll The Dead*0|Prestidigitation*0|Mage Hand*0|Create Bonfire*0|Shillelagh*0|Find Familiar (Ritual)*0|Unseen Servant (Ritual)*0|Identify (Ritual)*0|Hex*3|Fireball*3|Invisibility*3|Fly*3|Hold Person*3|Misty Step*3,Arcana|History|Investigation|Religion|Deception|Intimidation
bec46668,Sorcerer 5,Mage Hand*0|Light*0|Firebolt*0|Chaos Bolt*1|Mage Armor*1|Misty Step*2|Lightning Bolt*3|Fireball*3|Fly*3,Arcana|Religion|Insight|Medicine
85637062,Ranger 5,Protection from Evil and Good*1|Cure Wounds*1|Ensnaring Strike*1|Zephyr Strike*1|Hail Of Thorns²*1|Zone of Truth*2|Healing Spirit*2|Spike Growth*2,Stealth|Investigation|Animal Handling|Insight|Perception|Survival
9281fa23,Ranger 5,Hunters Mark*1|Hail Of Thorns*1|Cure Wounds*1|Ensnaring Strike*1|Barkskin*2|Spike Growth*2,Athletics|Stealth|Nature|Animal Handling|Perception|Survival|Persuasion
a2852674,Rogue 5,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Religion|Medicine|Perception|Deception
e1d38204,Ranger 5,Poison Spray*0|Speak With Animals*1|Cure Wounds*1|Spike Growth*2,Athletics|Stealth|Animal Handling|Perception|Survival|Intimidation
f6f897bb,Fighter 5,Firebolt*0|Ray Of Frost*0|Mage Armor*1|Magic Missile*1|Burning Hands*1|Ice Knife*1,Athletics|History|Perception|Intimidation
2608c9e9,Cleric 5,Resistance (pg 272)*0|Sacred Flame (pg 272)*0|Spare The Dying (pg 277)*0|Light (pg 255)*0|Charm Person  (pg 248)*1|Cure Wounds (pg 230)*1|Disguise Self  (pg 250)*1|Guiding Bolt (pg 248)*1|Inflict Wounds (pg 253)*1|Mirror Image  (pg 250)*2|Pass Without Trace  (pg 264)*2|Prayer Of Healing (pg 267)*2|Spiritual Weapon (pg 278)*2|Zone Of Truth (pg 289)*2|Blink (pg 219)*3|Dispel Magic (pg 234)*3|Spirit Guardians (pg 278)*3,Sleight of Hand|History|Religion|Deception
3a8ad36f,Paladin 5,Bane*1|Hunter’s Mark*1|1st Level Paladin Spells*1|Hold Person*2|Misty Step*2|2nd Level Paladin Spells*2,Athletics|Religion|Insight|Medicine
9216ed22,Barbarian 5,No spells,Athletics|Religion|Insight|Perception|Intimidation
cbb109fc,Fighter 5,No spells,Acrobatics|Arcana|Perception|Survival|Persuasion
ac1a6312,Wizard 5,Minor Illusion*0,Arcana|Investigation|Nature|Persuasion
0929dcdb,Paladin 5,Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2,History|Insight|Medicine|Persuasion
172737c4,Druid 5,Shape Water*0|Mold Earth*0|Shillelagh*0|Primal Savagery*0|Goodberry*1|Detect Magic*1|Healing Word*1|- Barkskin*2|- Spider Climb*2|Earth Bind*2|Lesser Restoration*2|Create Or Destroy Water*2|- Call Lightning*3|- Plant Growth*3|Dispel Magic*3|Erupting Earth*3|Tidal Wave*3,Nature|Insight|Medicine|Perception
267f1365,Bard 5,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Survival|Deception|Intimidation|Performance|Persuasion
980f65a0,Battle-Clown 5,No spells,Athletics|Acrobatics|Religion|Deception|Intimidation|Performance|Persuasion
77f90959,Fighter 5,No spells,Athletics|Acrobatics|Insight|Perception|Intimidation
16ff368e,Barbarian 5,No spells,Athletics|Insight|Perception|Survival|Intimidation
de2f2788,Cleric 5,Chama Sagrada*0|Consertar*0|Estabilizar*0|Luz *0|Orientação *0|Palavra Do Explendor*0|Resistência *0|Soar Os Mortos *0|Rajada De Veneno*0|Animal Friendship*1|Speak with Animals*1|Bênção *1|Cerimônia *1|Comando *1|Criar Ou Destruir Água *1|Curar Ferimentos *1|Detectar Magia *1|Detectar Veneno Ou Doença *1|Escudo Da Fé *1|Infligir Ferimentos *1|Palavra Curativa*1|Perdição *1|Proteção Contra O bem/mal*1|Raio Guiador *1|Santuário *1|Purificar alimentos *1|Barkskin*2|Spike Growth*2|Acalmar emoções *2|Ajuda*2|Aprimorar habilidade*2|Arma Espiritual *2|Cegueira /Surdez *2|Encontrar Armadilhas *2|Imobilizar Pessoa *2|Localizar objeto *2|Oração Curativa*2|Proteção Contra veneno*2|Restauração menor*2|Silêncio *2|Zona Da Verdade*2|Plant Growth*3|Wind Wall*3,Nature|Religion|Insight|Medicine|Perception|Survival|Persuasion
ba65c2af,Rogue 5,Poison Spray*0|Mending*0|Message*0|Burning Hands*1|Charm Person*1,Acrobatics|Sleight of Hand|Stealth|History|Insight|Perception|Deception
a1e90833,Fighter 5,Light*0|Frostbite*0|Alarm*1|Find Familiar*1|Magic Missile*1|Shield*1,Athletics|Acrobatics|Stealth|Arcana|Investigation
d7d31352,Warlock 5,Spare the Dying*0,Sleight of Hand|Arcana|Deception|Intimidation
1d042e47,Monk 5,No spells,Stealth|History|Insight|Perception|Deception
3f5c092c,Bard 5,No spells,Acrobatics|Sleight of Hand|Stealth|History|Investigation|Insight|Deception|Performance|Persuasion
67cb38ad,Cleric 5,Animal Friendship*1|Speak with Animals*1|Barkskin*2|Spike Growth*2|Plant Growth*3|Wind Wall*3,Religion|Insight|Medicine|Survival|Persuasion
d0dc5140,Fighter 5,No spells,Athletics|Acrobatics|History|Perception|Survival
4ce85e98,Bard 5,Vicious Mockery*0|Mending*0|Prestidigitation*0|Minor Illusion*0|Unseen Servant*1|Disguise Self*1|Comprehend Languages*1|Pyrotechnics *2|Suggestion*2|Detect Thoughts*2|Sending*3|Leomunds Tiny Hut*3,Sleight of Hand|History|Investigation|Religion|Insight|Perception|Deception|Performance|Persuasion
1964f0b0,Ranger 5,Cure Wounds 1d8+2*1|b.Hail of Thorns + 1d10(p)*1|b.Hunter's Mark +1d6*1|Pass Without Trace +10*2,Athletics|Sleight of Hand|Stealth|Investigation|Perception
985d7c58,Barbarian 5,No spells,Athletics|Nature|Perception|Survival
b9c07408,Ranger 5,Protection from Evil and Good*1|Zone of Truth*2,Athletics|Stealth|Investigation|Religion|Insight|Medicine|Survival
1cc09d11,Cleric 5,Sacred Flame*0|Spare The Dying*0|Resistance*0|Thaumaturgy*0|Light*0|Mending*0|Guidance*0|Fog Cloud*1|Thunderwave*1|Cure Wounds*1|Bless*1|Inflict Wounds*1|Healing Word*1|Guiding Bolt*1|Detect Magic*1|Create Or Destroy Water*1|Command*1|Sheild Of Faith*1|Gust of Wind*2|Shatter*2|Aid*2|Augury*2|Blindness/Deafness*2|Calm Emotions*2|Continual Flame*2|Enhance Ability*2|Find Traps*2|Gentle Repose*2|Hold Person*2|Lesser Restoration*2|Locate Object*2|Prayer Of Healing*2|Protection From Poison*2|Silence*2|Spiritual Weapon*2|Warding Bond*2|Zone Of Truth*2|Call Lightning*3|Sleet Storm*3,History|Religion|Insight|Medicine
0e2046d7,Sorcerer 5,Cure Wounds*1,Athletics|Arcana|Insight|Survival
8f6a6747,Barbarian 5,No spells,Athletics|Nature|Animal Handling|Survival
4b630870,Fighter 5,No spells,Athletics|Insight|Perception|Survival|Intimidation
2424c406,Rogue 5,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception
74c37284,Druid 5,Invisibility*2|Pass without Trace*2|Daylight*3|Haste*3,Athletics|Insight|Perception|Survival
3a39730e,Barbarian 5,No spells,Athletics|Perception|Survival|Intimidation
46b1b077,Sorcerer 5,No spells,Athletics|Insight|Survival|Persuasion
3b5fbf0e,Ranger 5,Disguise Self*1|Rope Trick*2,Sleight of Hand|Stealth|Nature|Insight|Perception|Survival
96b37bca,Monk 5,No spells,Stealth|History|Religion|Insight|Medicine|Perception
39f75d9a,Warlock 5,No spells,Arcana|History|Religion|Medicine
2562e676,Fighter 5,No spells,Athletics|Acrobatics|Perception|Survival
22ab4e13,Paladin 5,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,Insight|Perception|Intimidation|Persuasion
0733f1c1,Fighter 5,Green Flame Blade*0|Mage Hand*0|Shield*1|Find Familiar*1|Ice Knife*1|Protection From Good/Evil*1,Acrobatics|Animal Handling|Perception|Survival
a5883560,Bard 5,Earth Tremor*1|Bane*1|Healing Word*1|Dissonant Whisper*1|Invisibility*2|Blindness/Deafness*2|Silence*2|Bestow Curse*3,Acrobatics|Stealth|History|Investigation|Insight|Perception|Performance
a3884c5f,Monk 5,No spells,Athletics|Acrobatics|Investigation|Religion|Persuasion
55cc8d84,Cleric 5,Mending*0|Sacred Flame*0|Spare The Dying*0|Thaumaturgy*0|Bless*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Sancturay*1|Lesser Restoration*2|Spiritual Weapon*2|Aid*2|Prayer Of Healing*2|Zone Of Truth*2|Mass Healing Word*3|Spirit Guardians*3,History|Religion|Insight|Medicine
c9360fbf,Cleric 5,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3,Stealth|Religion|Medicine|Deception
b9c07408,Rogue 5,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception
130e60e5,Bard 5,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Survival|Deception|Intimidation|Performance|Persuasion
c381d8f3,Cleric 5,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3,History|Religion|Insight|Medicine
fb037ab7,Rogue 5,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Deception|Persuasion
62760207,Barbarian 5,No spells,Athletics|Investigation|Nature|Survival|Intimidation
dca148e1,Warlock 5,No spells,Sleight of Hand|Arcana|History|Deception
8a0c3a7a,Ranger 5,No spells,Athletics|Stealth|Investigation|Nature|Perception|Survival|Persuasion
08ae35a4,Rogue 5,No spells,Acrobatics|Sleight of Hand|Stealth|Animal Handling|Survival|Deception
00e77a5a,Druid 5,Chill Touch*0|Blindness/Deafness*1|Gentle Repose*1|Animate Dead*2|Gaseous Form*2,Athletics|Nature|Perception
03de5acc,Monk 5,Blade Ward*0|Eldritch Blast*0|Prestidigitation *0,Athletics|Stealth|Insight|Deception|Intimidation
9de63dc7,Monk 5,No spells,Acrobatics|Stealth|Insight|Deception|Intimidation
282639c3,Warlock 5,Eldritch Blast*0|Prestidigitation*0|Minor Illusion*0|Mending*0|Light*0|Spare the Dying*0|Dissonant Whispers*1|Arms of Hadar*1|Detect Thoughts*2|Phantasmal Force*2|Hunger of Hadar*3|Fear*3,Arcana|Religion|Medicine|Deception
86166a48,Rogue 5,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception
bc4b3774,Paladin 5,Sanctuary*1|Sleep*1|Bless*1|Shield Of Faith*1|Calm Emotions*2|Hold Person*2|Magic Weapon*2|Branding Smite*2,Athletics|Religion|Insight|Perception
95c58cb4,Barbarian 5,No spells,Athletics|Stealth|Animal Handling|Perception|Deception
e3daf478,Barbarian 5,No spells,Athletics|Stealth|Nature|Perception|Survival|Intimidation
d5e313b2,Fighter 5,No spells,Athletics|Stealth|Animal Handling|Perception|Deception|Intimidation
c25a092f,Fighter 5,No spells,Acrobatics|Stealth|History|Investigation|Perception|Deception
8efcc993,Fighter 5,No spells,Acrobatics|Insight|Perception|Survival
a7f47a29,Fighter 5,No spells,Athletics|Stealth|Nature|Animal Handling|Insight|Survival
6cbb5506,Monk 5,No spells,Acrobatics|Stealth|Animal Handling|Survival|Performance
d6d82fc5,Warlock 5,Friends*0|Mage Hand*0|Minor Illusion*0|Illusory Script*1|Hex*1|Suggestion*2|Flock Of Familiars*2|Hunger Of HADAR*3|Counterspell*3,Acrobatics|History|Deception|Performance
d8f88245,Cleric 5,Guidance*0|Spare The Dying*0|Sacred Flame*0|Mending*0|Bless*1|Cure Wounds*1|Detect Magic*1|Sanctuary*1|Lesser Restoration*2|Spiritual Weapon*2|Hold Person*2|Beacon of Hope*3|Revivify*3,Nature|Religion|Medicine|Persuasion
ee68d6eb,Fighter 5,Fire Bolt*0|True Strike*0|Absorb Elements*1|Jump*1|False Life*1,Athletics|History|Perception|Intimidation
e7472623,Bard 5,No spells,Acrobatics|Arcana|Investigation|Insight|Perception|Performance|Persuasion
26a660da,Paladin 5,Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2,Athletics|Religion|Insight|Perception
92f5f761,Druid 5,Guidance*0|Thunderclap*0|Cure Wounds*1|Entangle*1|Goodberry*1|Barkskin*2|Healing Spirit*2|Call Lightning*3|Conjure Animals*3|Tidal Wave*3,Arcana|Religion|Insight|Medicine|Perception
88a81258,Druid 5,No spells,Stealth|Nature|Animal Handling|Survival|Deception
6057c8e4,Monk 5,No spells,Acrobatics|Stealth|Religion|Insight|Perception
a9e20c2f,Fighter 5,No spells,Sleight of Hand|Stealth|Deception|Performance|Persuasion
82b58aed,Ranger 5,Speak With Animals*1|Hunter's Mark*1|Hail Of Thorns*1|Healing Spirit*2,Stealth|Arcana|Nature|Animal Handling|Perception|Survival
60626c2b,Fighter 5,No spells,Athletics|Arcana|History|Perception|Persuasion
8a64816f,Rogue 5,No spells,Acrobatics|Sleight of Hand|Stealth|Deception|Performance|Persuasion
1f671a87,Bard 5,No spells,Acrobatics|Sleight of Hand|Perception|Deception|Persuasion
d0db4403,Bard 5,No spells,Athletics|Sleight of Hand|History|Perception|Deception|Intimidation|Persuasion
6cf7a217,Fighter 5,No spells,Athletics|Acrobatics|Intimidation|Persuasion
267400fb,Sorcerer 5,M. M*1|Ray Of Sickness*1|Witch Bolt*1|Hold Person*2|Blindness*2|Cloud Of Daggers*2|Fireball*3|L. Bolt*3,Sleight of Hand|Stealth|Insight|Deception
fa3aeecf,Barbarian 5,No spells,Athletics|Animal Handling|Perception|Survival|Intimidation
69cd1b03,Bard 5,Healing Word*1|Cure Wounds *1|T. Hideous Laugh*1|Bane*1|Hold Person*2|Crown Of Madness*2|Bestow Curse*3,Acrobatics|Sleight of Hand|Stealth|Perception|Deception
cd4470ab,Ranger 5,Ensnaring Strike*1|Hail Of Thorns*1|Hunter's Mark*1|Silence*2|Spike Growth*2,Athletics|Stealth|Insight|Perception|Intimidation
b44ff798,Monk 5,Burning Hands*0,Acrobatics|Stealth|Animal Handling|Survival
b4985bbd,Cleric 5,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3,History|Religion|Insight|Medicine
9fb58208,Bard 5,No spells,Sleight of Hand|Perception|Deception|Performance|Persuasion
31993349,Cleric 5,Thaumaturgy*0|Mending*0|Spare the Dying*0|Sacred Flame*0|Fog Cloud*1|Thunderwave*1|Healing Word*1|Guiding Bolt*1| Cure Wounds*1|Inflict Wounds*1|Sanctuary*1|Gust of Wind*2|Shatter*2|Spiritual Weapon*2|Prayer of Healing*2|Zone of Truth*2|Augury*2|Gentle Repose*2|Hold Person*2|Call Lightning*3|Sleet Storm*3|Beacon of Hope*3|Dispel Magic*3|Mass Healing Word*3|Sending*3,Religion|Insight|Medicine|Persuasion
430cd86c,Paladin 5,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,Athletics|Religion|Insight|Medicine|Intimidation
d1c8d046,Paladin 5,Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2,Athletics|Arcana|Investigation|Persuasion
e622e938,Wizard 5,Fire Bolt*0|Mage Hand*0|Minor Illusion *0|Ray Of Frost*0|Grease*1|Color Spray*1|Mage Armor *1|Shield*1|Detect Magic (Ritual)*1|Identify (Ritual)*1|Thunderwave*1|Sleep*1|Invisibility *2|Scorching  Ray*2|Levitate*2|Misty Step*2|Fireball*3|Fly*3,Arcana|History|Investigation|Medicine|Perception
92ccc15f,Barbarian 5,No spells,Athletics|Perception|Survival|Intimidation
3f0596a4,Rogue 5,Mage Hand*0|Message*0|Disguise Self*1|Magic Missle*1,Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Persuasion
e5c64fd1,Barbarian 5,"
*NA",Athletics|Insight|Survival|Intimidation|Persuasion
dfb4f8b2,Rogue 5,"
*NA",Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Performance|Persuasion
dff37cf2,Druid 5,"
*NA",Athletics|Arcana|Insight|Perception|Survival|Persuasion
9fe5f3b2,Monk 5,Ki Points = 5*0|NA*NA,Athletics|Acrobatics|Animal Handling|Insight|Survival
bc42c05f,Sorcerer 5,"Acid Splash ( Target Must Succeed Dex Saving Throw Or Take 2d6 Acid Damage)*0|Firebolt (2d10 Fire Damage)*0|Ray Of Frost (On Hit, Target Deals Half Strength Weapon Damage)*0|Shocking Grasp (2d8 Lightning Damage And Target Cant Take Reactions)*0|Thunderwave (Target Makes Constitution Saving Throw, Taking Half Damage If Succesful Otherwise Taking 2d8 Thunder Damage And Is Pushed Back 10 Feet)*1|Chromatic Orb (Choose Damage Type: Acid, Cold, Fire, Lightning, Poison Or Thunder, 3d8 Of Chosen Damage)*1|Misty Step (Teleport Up To 30 Feet)*2|Fireball (8d6 Fire Damage Within A 20 Foot Range, Halved If Successful Dex Save)*3|Lightning Bolt (8d6 Lightning Damage, Halved If Succesful Dex Save)*3|NA*NA",Athletics|Arcana|Intimidation|Persuasion
3d38da65,Rogue 5,"Fire Bolt (2d10 Fire Damage)*0|Mage Hand (A Hand Of 30 Ft Range Appears; It Can't Attack, But Who Knows What You Can Do With It)*0|True Strike (Advantage On The Next Attack Roll Against The Target)*0|Acid Splash (Target Must Succeed On A Dex Throw Or Take 2d6 Acid Damage)*0|Charm Person (Target Must Make A Wisdom Save; At Advantage If In Combat)*1|Color Spray (Rolls 6d10; If Target's Total HP Is Less Than The Total Of Dice Rolled, They Are Blinded Until The End Of Your Next Turn)*1|Sleep (Roll 5d8; If Target's HP Is Less Than The Total Rolled, They Fall Asleep)*1|NA*NA",Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance
3c2b93da,Druid 5,"Poison Spray (Target Must Succeed Con Saving Throw Or Take 2d12 Poison Damage)*0|Produce Flame (2d8 Fire Damage)*0|Thorn Whip (2d6 Piercing, Pull Target 10 Feet If Hits)*0|Alarm (1/rest)*1|Create Or Destroy Water*1|Cure Wounds (1d8 + 6 Healing)*1|Entangle (Strength Save Vs Your DC Elsewise Restrained)*1|Thunderwave (Con Save Or Target Takes 2d8 Thunder Damage And Is Pushed 10 Feet Away)*1|Blur (Disadvantage On Attack Rolls Against You)*2|Silence*2|Moonbeam(2d10 Radiant Damage Upon Target Entering The Spell Area For The First Time)*2|Meld Into Stone*3|Protection from Energy (Resistance To Damage Of Your Choice: Acid, Cold, Fire, Lightning, Thunder)*3|NA*NA",Athletics|Nature|Survival|Persuasion
b0739d9e,Fighter 5,"
*NA",Athletics|Animal Handling|Perception|Survival|Performance|Persuasion
2dccf9cf,Wizard 5,"Acid Splash ( Target Must Succeed Dex Saving Throw Or Take 2d6 Acid Damage)*0|Firebolt (2d10 Fire Damage)*0|Ray Of Frost (On Hit, Target Deals Half Strength Weapon Damage)*0|Shocking Grasp (2d8 Lightning Damage And Target Cant Take Reactions)*0|Chromatic Orb (Choose Damage Type: Acid, Cold, Fire, Lightning, Poison Or Thunder, 3d8 Of Chosen Damage)*1|Magic Missile (3d4 Force Damage)*1|Mage Armor (AC Is 15, +12 Temporary HP)*1|Thunderwave (Con Save Or Target Takes 2d8 Thunder Damage And Is Pushed 10 Feet Away)*1|Hold Person (If Target Fails Wis Save, Target Is Paralyzed)*2|Mirror Image (Summon Three Duplicates Of AC 12, Everytime An Attack Is Made Roll A D20 To Determine Which Target It Hits)*2|Shatter (Target Makes A Con Save, Taking 3d8 On A Failed Save, Half On A Succesful Save)*2|Counterspell (3rd Level Or Lower Spells Fail, Elsewise +6 To A D20, DC=10 + Spell Level)*3|Protection from Energy (Resistance To Damage Of Your Choice: Acid, Cold, Fire, Lightning, Thunder)*3|NA*NA",Arcana|History|Insight|Medicine
17897c5a,Warlock 5,"Eldritch Blast 1d10 (Can Use Twice Per Turn)*0|Chill Touch (2d8)*0|True Strike (Advantage On Next Attack)*0|Hex (Bonus Action, 1d6 Extra To Attack Damage, Disadvantage To Target On Chosen Ability Checks)*1|Shield (+5 AC As A Reaction)*1|Wrathful Smite (1d6 Extra Psychic Damage, Target Must Make A Wisdom Saving Or Be Frightened)*1|Mage Armor (Changes AC To 15)*1|Branding Smite (2d6 + Regular Weapon Damage)*2|Elemental Weapon (Add Either Fire, Cold, Acid, Lightning Or Thunder Damage, +1 To Attack Rolls)*3|Counterspell (3rd Level Or Lower Spells Fail, Elsewise +6 To A D20, DC=10 + Spell Level)*3|NA*NA",Athletics|History|Nature|Survival|Deception
75b71aac,Fighter 5,"
*NA",Athletics|Stealth|Perception|Survival|Intimidation|Persuasion
0c9809a6,Ranger 5,Speak To Animals *1|Detect Magic *1|Cure Wounds *1,Athletics|Stealth|Perception|Survival|Deception
e2a2642e,Monk 5,No spells,Athletics|Acrobatics|History|Intimidation
bfae43ed,Wizard 5,Toll The Dead*0|Prestidigitation*0|Firebolt*0|Mage Hand*0|Booming Blade*0|Absorb Elements*1|Shield*1|Magic Missile*1|Chromatic orb *1|Find Familiar(R)*1|Detect Magic (R)*1|Unseen servant (R)*1|Comp. Languages (R)*1|Identify (R)*1|Mage Armor*1|Sleep*1|Misty Step*2|Dragons Breath*2|Enlarge*2|Mirror Image*2|Locate Object*2|Phantom Steed (R)*3|Lightning Bolt*3|Counterspell*3|Fly*3|Remove curse*3,Arcana|History|Investigation|Insight|Perception
26b547c0,Monk 5,No spells,Acrobatics|History|Religion|Insight
d38390db,Cleric 5,Animal Friendship*1|Speak with Animals*1|Barkskin*2|Spike Growth*2|Plant Growth*3|Wind Wall*3,History|Insight|Medicine|Perception|Survival
e1ac70bd,Wizard 5,Mage Hands*0|Minor Illusion*0|Light*0|Fire Bolt*0|Charm Person*1|Sleep*1|Feather Fall*1|Fog Cloud*1|Comperhand Languages*1|Magic Missle*1|Burning Hands*1|Witch Bolt*1|Enlarge/Reduce*2|Alter Self*2|Levitate*2|Cloud Of Daggers*2|Water Breathing*3|Remove Curse*3,Stealth|Arcana|Investigation|Deception
2dca578a,Sorcerer 5,Bane*1,Sleight of Hand|Stealth|Arcana|Perception|Persuasion
3001aba0,Barbarian 5,No spells,Athletics|Animal Handling|Perception|Survival|Intimidation
cf167efc,Rogue 5,No spells,Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion
31d2245a,Paladin 5,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,Athletics|Stealth|Arcana|Insight|Perception|Persuasion
4ac65ed2,Sorcerer 5,Fire Bolt*0|Mage Hand*0|Ray Of Frost*0|Chill Touch*0|Minor Illusion*0|Thaumaturgy*0|Chromatic Orb*1|Detect Magic*1|Magic Missile*1|Cloud Of Daggers*2|Crown Of Madness*2|Dispell Magic*3,Sleight of Hand|Stealth|Arcana|Intimidation
debadd02,Rogue 5,No spells,Athletics|Acrobatics|Stealth|Nature|Survival|Deception|Performance|Persuasion
1d1ee4cf,Barbarian 5,No spells,Athletics|Nature|Survival|Intimidation
d0167b82,Rogue 5,No spells,Sleight of Hand|Stealth|Religion|Medicine|Perception|Deception|Intimidation|Persuasion
321a04f7,Druid 5,No spells,Arcana|History|Nature|Animal Handling|Perception
dabb4512,Paladin 5,Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2,Athletics|History|Religion|Perception|Persuasion
16e79251,Wizard 5,No spells,Arcana|History|Investigation|Medicine
